2240	Pracownice	pracownica	0	subst:pl:nom:f	_	_
2240	Elwro	Elwro	1	subst:sg:gen:n	_	e1
2240	:	:	0	interp:	_	_
2240	-	-	1	interp:	_	_
2240	To	to	1	subst:sg:nom:n	_	_
2240	boli	boleć	1	fin:sg:ter:imperf	_	_
2240	,	,	0	interp:	_	_
2240	bo	bo	1	comp:	_	_
2240	nam	my	1	ppron12:pl:dat:f:pri	_	_
2240	się	się	1	qub:	_	_
2240	ciągle	ciągle	1	adv:pos	_	_
2240	wydawało	wydawać	1	praet:sg:n:imperf	_	_
2240	,	,	0	interp:	_	_
2240	że	że	1	comp:	_	_
2240	to	to	1	pred:	_	_
2240	jest	być	1	fin:sg:ter:imperf	_	_
2240	nasz	nasz	1	adj:sg:nom:m3:pos	_	_
2240	zakład	zakład	1	subst:sg:nom:m3	_	e2
2240	.	.	0	interp:	_	_

2240	Teraz	teraz	0	adv:	_	_
2240	to	to	1	qub:	_	_
2240	już	już	1	qub:	_	_
2240	jesteśmy	być	1	fin:pl:pri:imperf	_	_
2240	tutaj	tutaj	1	adv:	_	_
2240	jak	jak	1	adv:pos	_	_
2240	na	na	1	prep:loc	_	_
2240	wycieraczce	wycieraczka	1	subst:sg:loc:f	_	e3
2240	.	.	0	interp:	_	_

2240	Niby	niby	0	qub:	_	_
2240	w	w	1	prep:loc:nwok	_	_
2240	swoim	swój	1	adj:sg:loc:m3:pos	_	_
2240	domu	dom	1	subst:sg:loc:m3	_	_
2240	,	,	0	interp:	_	_
2240	ale	ale	1	conj:	_	_
2240	już	już	1	qub:	_	_
2240	na	na	1	prep:loc	_	_
2240	wycieraczce	wycieraczka	1	subst:sg:loc:f	_	e4
2240	.	.	0	interp:	_	_

2240	-	-	0	interp:	_	_
2240	Wałęsa	Wałęsa	1	subst:sg:nom:m1	_	e5
2240	mówi	mówić	1	fin:sg:ter:imperf	_	_
2240	:	:	0	interp:	_	_
2240	bierzcie	brać	1	impt:pl:sec:imperf	_	_
2240	ojczyznę	ojczyzna	1	subst:sg:acc:f	_	_
2240	w	w	1	prep:acc:nwok	_	_
2240	swoje	swój	1	adj:pl:acc:f:pos	_	_
2240	ręce	ręka	1	subst:pl:acc:f	_	_
2240	.	.	0	interp:	_	_

2240	Co	co	0	subst:sg:acc:n	_	_
2240	mamy	mieć	1	fin:pl:pri:imperf	_	_
2240	wziąć	wziąć	1	inf:perf	_	_
2240	?	?	0	interp:	_	_

2240	W	w	0	prep:loc:nwok	_	_
2240	1980	1980	1	adj:sg:loc:m3:pos	_	_
2240	roku	rok	1	subst:sg:loc:m3	_	_
2240	fartuch	fartuch	1	subst:sg:acc:m3	_	e6
2240	podarła	podrzeć	1	praet:sg:f:perf	_	_
2240	m	być	0	aglt:sg:pri:imperf:nwok	_	_
2240	,	,	0	interp:	_	_
2240	żeby	żeby	1	comp:	_	_
2240	mężczyznom	mężczyzna	1	subst:pl:dat:m1	_	_
2240	kokardki	kokardka	1	subst:pl:acc:f	_	e7
2240	szyć	szyć	1	inf:imperf	_	_
2240	na	na	1	prep:acc	_	_
2240	"	"	1	interp:	_	_
2240	Solidarność	solidarność	0	subst:sg:acc:f	_	e8
2240	"	"	0	interp:	_	_
2240	.	.	1	interp:	_	_

2240	A	a	0	conj:	_	_
2240	teraz	teraz	1	adv:	_	_
2240	by	by	1	qub:	_	_
2240	m	być	0	aglt:sg:pri:imperf:nwok	_	_
2240	opluła	opluć	1	praet:sg:f:perf	_	_
2240	.	.	0	interp:	_	_

2240	Co	co	0	subst:sg:acc:n	_	_
2240	oni	on	1	ppron3:pl:nom:m1:ter:akc:npraep	_	_
2240	w	w	1	prep:loc:nwok	_	_
2240	rządzie	rząd	1	subst:sg:loc:m3	_	e9
2240	robią	robić	1	fin:pl:ter:imperf	_	_
2240	?	?	0	interp:	_	_

2240	Majątki	majątek	0	subst:pl:acc:m3	_	_
2240	robią	robić	1	fin:pl:ter:imperf	_	_
2240	.	.	0	interp:	_	_

2240	W	w	0	prep:loc:nwok	_	_
2240	wydanym	wydać	1	ppas:sg:loc:n:perf:aff	_	_
2240	wczoraj	wczoraj	1	adv:	_	_
2240	oświadczeniu	oświadczenie	1	subst:sg:loc:n	_	_
2240	Rada	rada	1	subst:sg:nom:f	_	e10
2240	podkreśliła	podkreślić	1	praet:sg:f:perf	_	_
2240	,	,	0	interp:	_	_
2240	że	że	1	comp:	_	_
2240	wstrzymanie	wstrzymać	1	ger:sg:nom:n:perf:aff	_	_
2240	wykonania	wykonać	1	ger:sg:gen:n:perf:aff	_	_
2240	koncesji	koncesja	1	subst:sg:gen:f	_	_
